TransactionID,UserID,TransactionDate,TransactionTime,TransactionAmount,TransactionType,MerchantID,Currency,TransactionStatus,DeviceType,DeviceID,IP_Address,PaymentMethod,Location,LocationCoordinates,Age,Gender,AccountCreationDate,AccountStatus,UserProfileCompleteness,PreviousFraudAttempts,SuspiciousFlag,IsFraud,ReviewStatus,AnomalyScore,year
42c14c84-cbcf-4c38-86d9-11b1745b899f,U000641,2025-12-07 02:19:53,02:19:53,96542.61,cash_withdrawal,M00254,VND,success,mobile,D001945,123.102.159.101,bank_transfer,Singapore,"21.946862,105.675003",36,M,2021-11-17,active,0.51,0,0,0,auto_approved,0.2863,2025
158098d8-02b3-45fe-ac8f-1043dd3d9ffb,U001351,2025-10-29 19:53:35,19:53:35,574079.47,bill_payment,M00306,VND,success,pos,D001513,206.212.181.188,bank_transfer,Hanoi,"20.011894,108.339838",31,F,2022-06-20,active,0.68,0,0,0,auto_approved,0.2625,2025
c2a0a07e-4f10-447f-b35e-531931a317f8,U001467,2025-05-04 23:42:54,23:42:54,157219.14,bill_payment,M00173,USD,success,desktop,D001564,128.193.242.56,mobile_wallet,Bangkok,"19.967192,108.993032",60,F,2024-07-31,active,0.65,0,0,0,auto_approved,0.1632,2025
eed64a5c-2e8d-4813-baee-9ea787b7ba0d,U000251,2025-07-05 21:05:24,21:05:24,527403.47,cash_withdrawal,M00111,USD,success,atm,D000854,206.253.143.202,mobile_wallet,Ho Chi Minh City,"12.487736,105.958405",27,M,2023-03-15,active,0.89,1,0,0,auto_approved,0.2136,2025
fc142572-a91e-429f-9945-13370276dd0d,U000664,2025-02-06 05:15:22,05:15:22,1808260.57,purchase,M00499,USD,success,desktop,D000260,57.127.20.240,bank_transfer,Hanoi,"8.878281,104.537537",29,F,2019-01-12,active,0.81,0,0,0,auto_approved,0.3117,2025
703a9eaa-e641-4e03-9160-683582946bf8,U001505,2025-09-30 04:44:21,04:44:21,1361.77,online_payment,M00420,VND,success,mobile,D001709,55.153.30.126,mobile_wallet,Bangkok,"13.645422,105.16839",39,F,2020-10-28,active,0.56,0,0,0,auto_approved,0.3347,2025
9df22709-c18e-4067-a002-58f108f15e90,U000540,2025-06-21 21:59:27,21:59:27,361970.33,online_payment,M00426,USD,success,desktop,D001467,108.66.250.183,debit_card,Singapore,"20.242769,104.253455",45,F,2022-06-08,active,0.59,0,0,0,auto_approved,0.3908,2025
93b76a8e-0c53-4876-aa1b-987e8a5cfc79,U001305,2025-08-24 13:50:25,13:50:25,590277.89,transfer,M00252,USD,success,mobile,D002874,60.55.33.208,debit_card,Singapore,"11.905897,102.804015",55,F,2024-06-08,active,0.63,0,0,0,auto_approved,0.1348,2025
a9d8ada8-5207-411f-a729-00dd16f27942,U000140,2025-05-09 21:58:13,21:58:13,131825.01,cash_withdrawal,M00308,USD,success,atm,D000887,154.192.111.156,debit_card,Hanoi,"19.340407,102.514792",45,F,2023-09-21,active,1.0,0,0,0,auto_approved,0.1265,2025
b334858e-4f6d-4b5b-bdb3-1c25ef41b032,U000267,2025-04-24 19:43:29,19:43:29,716131.35,online_payment,M00452,USD,failed,atm,D002992,157.0.62.91,debit_card,Singapore,"16.351312,106.42464",70,M,2022-04-19,active,0.66,1,0,0,auto_approved,0.1627,2025
