TransactionID,UserID,TransactionDate,TransactionTime,TransactionAmount,TransactionType,MerchantID,Currency,TransactionStatus,DeviceType,DeviceID,IP_Address,PaymentMethod,Location,LocationCoordinates,Age,Gender,AccountCreationDate,AccountStatus,UserProfileCompleteness,PreviousFraudAttempts,SuspiciousFlag,IsFraud,ReviewStatus,AnomalyScore,year
4b73edd4-1bcd-4b4c-8b45-837c091422f0,U000347,2022-01-23 20:23:05,20:23:05,714806.34,online_payment,M00100,USD,success,atm,D002974,60.66.114.211,bank_transfer,Kuala Lumpur,"12.143206,106.680664",37,F,2016-09-18,active,0.61,1,0,0,auto_approved,0.3775,2022
0778de38-64fa-43ed-8b39-bf071b524cce,U001903,2022-04-23 19:50:17,19:50:17,215116.55,cash_withdrawal,M00296,VND,success,mobile,D001436,128.148.14.21,mobile_wallet,Kuala Lumpur,"20.383354,107.846507",63,M,2016-04-25,active,0.86,0,1,1,pending_review,0.3746,2022
61ce3c57-a0ef-46e2-bfbd-9946d174777b,U001420,2022-08-07 04:47:00,04:47:00,1117049.74,bill_payment,M00164,USD,success,desktop,D002809,119.233.58.230,bank_transfer,Singapore,"18.262562,108.387806",32,F,2019-07-08,active,0.94,0,0,0,auto_approved,0.0427,2022
5f8c4ff3-34b9-40af-978f-be78fe2c1b6b,U001783,2022-07-02 23:55:26,23:55:26,59926.56,purchase,M00106,USD,success,mobile,D000970,81.109.209.28,debit_card,Ho Chi Minh City,"13.461609,107.603482",59,F,2015-04-24,active,0.47,0,1,0,auto_approved,0.3093,2022
149ff425-d351-41ee-9be7-0b9e1b3cc241,U000269,2022-11-01 14:46:35,14:46:35,2500293.34,online_payment,M00288,VND,success,atm,D000131,17.107.56.165,debit_card,Bangkok,"15.717425,107.483467",45,F,2020-06-15,active,0.83,1,0,0,auto_approved,0.5328,2022
256659ac-0885-458b-963b-292949af2693,U001184,2022-01-29 11:34:59,11:34:59,81785.93,purchase,M00186,USD,success,desktop,D000081,197.69.129.158,bank_transfer,Hanoi,"18.83948,102.471601",62,M,2019-10-25,active,0.64,0,0,0,auto_approved,0.3351,2022
3063e471-3051-47af-9acd-21dfdd699949,U001586,2022-01-13 06:40:36,06:40:36,326071.04,transfer,M00302,USD,success,atm,D001504,103.130.98.64,bank_transfer,Singapore,"15.649207,105.16598",43,F,2021-04-12,active,0.54,0,0,0,auto_approved,0.342,2022
d37d72b7-9dc5-4f75-bb1e-8af770e5d82a,U000601,2022-06-17 15:08:19,15:08:19,24614.54,transfer,M00399,VND,success,desktop,D001212,80.167.49.61,bank_transfer,Kuala Lumpur,"19.208777,108.509231",36,F,2019-03-21,active,0.46,0,0,0,auto_approved,0.139,2022
caa6aa8b-f485-4de5-a2b5-613ea564b7f9,U000557,2022-05-26 17:28:03,17:28:03,63467.04,transfer,M00351,VND,success,desktop,D002042,157.80.58.69,debit_card,Kuala Lumpur,"10.228971,106.309513",26,M,2016-07-05,active,0.45,0,0,0,auto_approved,0.309,2022
5713f9a0-e4f7-43e2-83c2-8298e798ac15,U000458,2022-02-16 23:08:19,23:08:19,154270.38,online_payment,M00280,VND,success,mobile,D002677,111.171.68.67,debit_card,Hanoi,"15.000962,104.922981",22,M,2014-05-31,active,0.77,0,0,0,auto_approved,0.3291,2022
4b3bbe1b-7efc-4bb7-97c0-791391b36372,U001801,2022-05-16 00:26:04,00:26:04,1656901.83,bill_payment,M00341,VND,success,mobile,D000017,48.45.132.40,bank_transfer,Bangkok,"19.0878,106.394233",35,M,2020-04-22,active,0.71,0,0,0,auto_approved,0.2768,2022
86fb71f3-c28b-4d98-a7be-44a609c8e30f,U000119,2022-06-26 06:46:43,06:46:43,528520.13,purchase,M00085,VND,success,desktop,D001124,42.134.209.151,debit_card,Da Nang,"19.53724,107.009946",20,M,2018-08-06,active,0.53,0,0,0,auto_approved,0.1807,2022
c628a027-5ea9-4a4f-9839-e8a13306ce72,U000917,2022-08-08 22:03:28,22:03:28,368723.65,transfer,M00007,USD,pending,mobile,D000507,70.244.84.13,debit_card,Da Nang,"13.885652,104.619503",31,M,2018-12-12,active,0.71,0,0,0,auto_approved,0.2995,2022
e375aecc-6ccf-4828-8dbd-c3ed5ac75ecd,U000987,2022-08-02 03:44:29,03:44:29,954460.33,online_payment,M00169,VND,success,atm,D000945,219.6.209.129,credit_card,Singapore,"8.785191,106.170228",44,M,2019-05-11,active,0.94,2,1,0,auto_approved,0.4787,2022
de2889f0-988f-4705-a210-085f5697a603,U000457,2022-09-05 00:02:06,00:02:06,46873.68,online_payment,M00274,USD,success,atm,D001582,60.86.161.92,debit_card,Kuala Lumpur,"18.050729,108.434692",55,F,2019-12-03,active,0.82,0,0,0,auto_approved,0.0297,2022
a2bb0564-a7b1-4f4c-bb4a-7c302f3f9655,U000534,2022-07-17 05:45:48,05:45:48,1005074.93,bill_payment,M00366,USD,success,pos,D000327,38.14.5.83,credit_card,Da Nang,"21.242337,103.063616",61,F,2017-09-17,active,0.83,0,0,0,auto_approved,0.3081,2022
a53fb0c5-712a-4574-8688-745ea311e556,U000714,2022-04-19 00:41:30,00:41:30,132131.02,cash_withdrawal,M00165,USD,success,pos,D001545,127.218.11.192,mobile_wallet,Hanoi,"19.906432,106.708496",65,M,2020-11-12,active,0.47,0,0,0,auto_approved,0.125,2022
c1c963f6-2ea3-4f2d-a4da-db81d4fc5f78,U000475,2022-02-05 15:10:38,15:10:38,1589048.37,bill_payment,M00478,USD,success,desktop,D000554,7.250.11.92,mobile_wallet,Kuala Lumpur,"8.690339,107.467226",47,F,2014-07-10,active,0.9,0,0,0,auto_approved,0.1437,2022
e9f006b6-4150-43a8-b727-3aac7a37b96e,U000959,2022-10-10 22:06:57,22:06:57,831360.8,bill_payment,M00323,VND,success,desktop,D002264,76.186.199.150,debit_card,Kuala Lumpur,"13.867807,105.408408",59,M,2022-07-27,active,0.63,0,0,0,auto_approved,0.218,2022
d5b95f2e-d467-470c-bad2-110273b6079a,U000858,2022-06-29 16:59:04,16:59:04,75883.31,cash_withdrawal,M00190,USD,success,pos,D000141,112.75.145.2,bank_transfer,Kuala Lumpur,"16.19597,107.354325",56,M,2015-09-05,under_review,0.87,1,0,0,auto_approved,0.5631,2022
9e4cd705-7795-4638-bdfb-3c8f738926a9,U000528,2022-08-16 19:47:37,19:47:37,239579.16,online_payment,M00355,VND,success,atm,D002469,81.69.170.84,credit_card,Kuala Lumpur,"12.370187,105.657012",24,F,2021-09-05,active,0.99,1,0,0,auto_approved,0.2027,2022
713fa1ec-0093-489f-8a42-650fd35d85a5,U000238,2022-08-29 18:51:35,18:51:35,134704.02,bill_payment,M00146,USD,success,pos,D000790,84.172.71.151,mobile_wallet,Kuala Lumpur,"13.058595,102.525588",38,M,2021-03-29,active,0.78,1,0,0,auto_approved,0.4484,2022
295cc6f8-57e6-452a-8a9c-b9ae981f91f0,U000079,2022-04-14 00:37:44,00:37:44,837714.36,online_payment,M00102,USD,success,pos,D001147,213.59.152.17,mobile_wallet,Kuala Lumpur,"21.635117,108.277868",26,F,2014-09-01,active,0.56,0,0,0,auto_approved,0.3498,2022
f09aa8e7-bb48-4976-919e-33a6b00d5454,U001897,2022-05-28 06:40:41,06:40:41,686711.79,transfer,M00290,USD,success,atm,D002007,32.47.138.43,mobile_wallet,Hanoi,"15.416896,105.282814",66,M,2014-11-19,active,0.63,1,0,0,auto_approved,0.1934,2022
6d360cf6-6dce-4b39-88c7-bef333c94c94,U000519,2022-01-15 00:37:49,00:37:49,496076.55,transfer,M00157,USD,success,mobile,D001051,60.194.175.24,debit_card,Singapore,"8.644747,103.799751",51,F,2014-06-19,blocked,0.72,1,0,0,auto_approved,0.3753,2022
b713c850-f138-489d-8d07-ab8f5db27085,U000363,2022-02-19 16:38:17,16:38:17,1498553.12,bill_payment,M00128,VND,success,desktop,D002530,43.58.75.223,bank_transfer,Singapore,"20.927252,102.953316",34,M,2019-12-16,active,0.52,3,1,1,pending_review,0.5705,2022
bb0c8016-4e19-46ec-99f0-195e6fd5866f,U001697,2022-06-14 07:34:06,07:34:06,74125.06,online_payment,M00269,VND,success,mobile,D000976,68.70.238.119,credit_card,Hanoi,"10.586942,107.007605",61,F,2021-05-28,active,0.52,0,0,0,auto_approved,0.3331,2022
c97cdf09-df7b-4615-a701-44b6b503730c,U000448,2022-03-28 22:00:56,22:00:56,2124013.29,purchase,M00238,VND,success,pos,D001283,98.6.221.96,credit_card,Singapore,"13.429964,106.497816",22,M,2020-06-28,active,0.98,0,0,0,auto_approved,0.2409,2022
78e732d1-a79b-4b09-92c1-379f83b862a4,U001632,2022-06-28 07:08:48,07:08:48,158818.64,cash_withdrawal,M00308,USD,success,desktop,D000478,199.156.216.7,mobile_wallet,Kuala Lumpur,"10.778428,108.003984",20,M,2018-06-09,active,0.56,0,0,0,auto_approved,0.4333,2022
6fec5e3b-80e3-4400-95ff-6bb934f91af6,U000330,2022-12-05 03:27:33,03:27:33,87248.04,transfer,M00437,VND,success,mobile,D000345,80.194.53.204,bank_transfer,Kuala Lumpur,"14.727258,104.496616",43,F,2021-11-14,active,0.82,0,0,0,auto_approved,0.3928,2022
2d8c271d-b600-49eb-b8f6-700c03b40708,U000962,2022-03-01 11:47:28,11:47:28,344570.03,transfer,M00186,VND,success,desktop,D001399,152.108.146.214,mobile_wallet,Kuala Lumpur,"15.871594,104.310273",38,F,2014-02-26,active,0.45,1,0,0,auto_approved,0.4143,2022
7994948d-8a6a-4823-b636-bee2314d5763,U000962,2022-05-06 03:19:40,03:19:40,80171.77,online_payment,M00381,USD,success,atm,D002852,135.166.89.179,mobile_wallet,Hanoi,"8.710747,103.731152",34,M,2021-12-25,active,0.62,0,1,1,pending_review,0.4488,2022
4b57826c-143c-4259-92be-5961a2cf922d,U001986,2022-03-21 08:26:12,08:26:12,419584.35,purchase,M00406,USD,success,atm,D000921,198.86.129.9,bank_transfer,Hanoi,"9.485419,107.814291",45,M,2020-08-17,active,0.67,0,0,0,auto_approved,0.2933,2022
34c35af0-ca24-48d2-acc6-7916dc9afe28,U000726,2022-03-08 15:59:04,15:59:04,76904.68,online_payment,M00178,VND,success,pos,D001256,224.31.86.52,debit_card,Da Nang,"9.522691,108.833479",32,F,2018-07-22,active,0.47,0,0,0,auto_approved,0.4442,2022
d4eccb26-069e-4d45-9004-209c64346d1a,U000395,2022-09-20 04:55:19,04:55:19,1502278.8,transfer,M00195,USD,success,mobile,D002610,27.52.127.247,bank_transfer,Hanoi,"16.449048,105.067008",18,M,2020-03-21,active,0.56,0,0,0,auto_approved,0.4054,2022
08a20c36-b730-497f-91d7-d95752c94b0b,U000450,2022-08-15 19:15:07,19:15:07,463208.89,online_payment,M00098,VND,success,desktop,D002830,152.14.226.199,debit_card,Hanoi,"9.992759,105.385093",33,F,2021-08-02,active,0.79,0,0,0,auto_approved,0.3334,2022
60aed40f-ae77-4dfb-b1b6-b2b8b1fe14d7,U000882,2022-04-10 13:29:12,13:29:12,607830.2,cash_withdrawal,M00482,USD,failed,desktop,D000535,108.66.9.147,mobile_wallet,Ho Chi Minh City,"18.534448,108.024258",47,F,2019-05-17,active,0.49,0,0,0,auto_approved,0.2086,2022
b8128fed-f1e5-429e-a59f-f5de2561aa13,U000869,2022-06-11 20:23:05,20:23:05,158644.55,cash_withdrawal,M00027,VND,success,desktop,D000113,218.112.246.25,credit_card,Bangkok,"10.612916,108.342294",49,M,2019-03-24,active,0.79,0,0,0,auto_approved,0.1079,2022
601d49aa-d682-46a5-b7a6-e467fd77d564,U001621,2022-08-11 07:17:45,07:17:45,217056.64,cash_withdrawal,M00469,USD,success,pos,D000689,216.214.46.157,mobile_wallet,Singapore,"16.46089,108.282566",34,M,2018-09-04,active,0.67,0,0,0,auto_approved,0.3426,2022
5ed0cb33-22e4-4f10-a43c-32500b5c6e9d,U000965,2022-06-24 13:04:24,13:04:24,2725387.4,cash_withdrawal,M00333,VND,success,atm,D000170,207.56.243.42,mobile_wallet,Hanoi,"9.95486,103.75502",36,F,2014-08-19,active,0.72,0,0,0,auto_approved,0.372,2022
660004e5-3151-4cb4-ad48-4f9ed3be1455,U000285,2022-07-08 08:06:02,08:06:02,641465.11,purchase,M00339,VND,success,atm,D001138,189.196.142.124,mobile_wallet,Ho Chi Minh City,"14.505154,107.922644",53,M,2014-08-14,active,0.5,0,0,0,auto_approved,0.2376,2022
65e28e63-ae62-4c6e-acc8-411895a7e97e,U001640,2022-01-10 00:04:24,00:04:24,29328.83,bill_payment,M00246,VND,success,pos,D000722,58.95.220.191,credit_card,Ho Chi Minh City,"14.667484,105.57914",65,F,2019-02-16,blocked,0.99,1,0,0,auto_approved,0.2064,2022
85ac9167-9e45-4b98-9f08-61dd60c8e404,U000616,2022-11-06 04:42:07,04:42:07,3075877.13,purchase,M00136,VND,success,pos,D002084,73.24.131.83,credit_card,Hanoi,"14.454641,104.66211",45,F,2020-03-08,active,0.84,0,1,0,auto_approved,0.4771,2022
6c19b801-55a3-4368-9e18-6d2a922aa49e,U001928,2022-01-01 02:12:28,02:12:28,310442.25,bill_payment,M00416,VND,success,mobile,D002203,113.132.75.132,bank_transfer,Hanoi,"20.72802,102.507801",58,M,2014-06-07,active,0.98,0,0,0,auto_approved,0.0209,2022
591078db-b4fa-4217-a456-65524ec8833b,U000954,2022-05-25 14:02:54,14:02:54,2603549.95,transfer,M00301,USD,success,desktop,D001252,97.231.40.163,debit_card,Kuala Lumpur,"9.746729,103.742296",18,F,2021-02-24,active,0.94,0,0,0,auto_approved,0.1855,2022
6b10d31e-1024-4020-8526-4cdf51a56e95,U001927,2022-11-21 13:27:03,13:27:03,487698.09,transfer,M00221,VND,success,atm,D002704,56.247.244.3,mobile_wallet,Ho Chi Minh City,"11.39898,103.713013",30,F,2020-06-09,active,0.73,0,0,0,auto_approved,0.2778,2022
bbc3e92d-6eca-425e-9484-60484245949d,U000995,2022-06-10 12:40:24,12:40:24,2612336.53,bill_payment,M00497,USD,success,atm,D002598,132.62.79.117,credit_card,Bangkok,"11.319856,105.298304",43,M,2017-11-10,blocked,0.66,2,1,0,auto_approved,0.5701,2022
75f9f5e4-be07-40fd-97e9-f7768da9c437,U000205,2022-03-07 10:20:33,10:20:33,283541.55,bill_payment,M00265,USD,success,mobile,D000752,146.86.213.129,mobile_wallet,Kuala Lumpur,"21.091766,102.023503",53,M,2020-08-26,active,0.88,1,0,0,auto_approved,0.1448,2022
25c4fef1-3a39-4152-9413-7ee62ebb4582,U000531,2022-09-01 18:03:38,18:03:38,1449655.33,cash_withdrawal,M00267,VND,success,atm,D002372,209.174.77.131,mobile_wallet,Da Nang,"8.906124,104.712704",34,M,2019-02-16,under_review,0.66,0,0,0,auto_approved,0.0694,2022
c2dd076e-bc87-4a19-aa8d-df0e8ecd7df8,U000834,2022-11-20 00:02:59,00:02:59,833204.78,online_payment,M00429,USD,success,atm,D001505,94.165.202.37,credit_card,Singapore,"9.351142,102.339569",26,M,2021-12-23,active,0.56,2,1,0,auto_approved,0.4856,2022
36730f89-9f6a-4761-9eec-96dc39848c84,U000326,2022-03-10 18:11:22,18:11:22,239436.17,purchase,M00419,VND,success,desktop,D001784,134.89.228.95,bank_transfer,Da Nang,"16.375482,104.239401",24,F,2016-02-03,active,0.62,2,1,0,auto_approved,0.1296,2022
1953e73a-a0bf-4397-97c6-b794b3ff5e62,U001998,2022-11-20 05:56:40,05:56:40,403699.66,transfer,M00186,VND,success,pos,D002935,175.234.183.195,bank_transfer,Bangkok,"17.409144,107.408914",41,F,2014-12-03,active,0.94,0,0,0,auto_approved,0.0984,2022
773598c9-54d3-4b74-a690-2ce1ffa8372d,U000632,2022-04-12 17:41:15,17:41:15,142194.33,purchase,M00345,VND,success,atm,D000452,165.241.246.35,debit_card,Bangkok,"11.415409,108.859516",20,M,2014-11-19,active,0.56,0,0,0,auto_approved,0.0639,2022
b7e9d6f3-13e7-4d62-9016-923b9b7c2317,U000399,2022-11-23 01:25:14,01:25:14,147777.9,purchase,M00410,USD,success,atm,D000598,65.192.165.190,debit_card,Singapore,"10.588293,102.609555",70,M,2019-12-15,active,0.48,0,0,0,auto_approved,0.0798,2022
7eb2e777-a7dc-4d24-91d2-0e70ca910664,U001242,2022-06-15 19:23:25,19:23:25,352684.82,bill_payment,M00026,USD,success,atm,D002132,231.237.67.203,credit_card,Kuala Lumpur,"13.908596,108.273022",50,F,2020-07-05,active,0.48,0,0,0,auto_approved,0.267,2022
a76e2a37-cbbb-4a11-b73f-24f769471d48,U001451,2022-07-03 15:59:26,15:59:26,666180.44,online_payment,M00340,USD,success,desktop,D002208,126.29.217.199,debit_card,Singapore,"13.853076,103.304513",48,F,2020-12-03,active,0.99,0,0,0,auto_approved,0.2971,2022
c0375dea-3a71-44dc-b8a0-75677a63b3a9,U000257,2022-04-12 00:11:51,00:11:51,655827.75,purchase,M00319,USD,success,pos,D002043,251.241.211.38,mobile_wallet,Ho Chi Minh City,"21.939615,103.811333",59,M,2022-02-10,active,0.48,0,0,0,auto_approved,0.2106,2022
af43b67e-dba2-4e60-933f-2575ad1162a7,U000112,2022-11-20 18:24:11,18:24:11,1181090.67,purchase,M00254,VND,success,desktop,D001453,164.114.169.255,credit_card,Ho Chi Minh City,"12.275787,107.280982",63,M,2021-01-20,active,0.97,0,0,0,auto_approved,0.0846,2022
13d486d3-1b96-4ebc-97d7-251992adc25e,U000819,2022-08-08 15:46:51,15:46:51,434157.0,transfer,M00348,USD,success,mobile,D002226,32.153.189.15,credit_card,Bangkok,"19.114943,108.820427",29,M,2016-06-19,active,0.53,0,0,0,auto_approved,0.37,2022
19bae5b6-7ab4-4c68-8366-43fdf2bd0ea6,U000314,2022-10-28 08:36:21,08:36:21,943546.85,transfer,M00028,USD,success,desktop,D002951,246.197.109.130,bank_transfer,Da Nang,"18.68495,103.21388",58,M,2014-12-07,active,0.68,0,0,0,auto_approved,0.3394,2022
82fcbbec-4e61-4e4a-99e6-f6f1906f51ff,U000604,2022-10-27 01:14:25,01:14:25,167744.04,online_payment,M00042,USD,success,pos,D002555,119.225.159.173,bank_transfer,Bangkok,"8.327001,107.968008",62,F,2016-11-30,active,0.48,0,0,0,auto_approved,0.0992,2022
0230e6db-c79b-4de0-b822-f6adbe90e8ae,U001265,2022-02-03 04:08:55,04:08:55,1509642.63,cash_withdrawal,M00101,VND,success,pos,D002231,4.2.78.128,credit_card,Singapore,"17.966504,105.611477",61,F,2014-11-22,active,0.98,0,0,0,auto_approved,0.2549,2022
c3d05684-f406-4cc1-bbff-a5ec85c7deac,U000269,2022-10-16 20:55:52,20:55:52,431344.7,cash_withdrawal,M00210,USD,success,atm,D002646,81.216.7.232,mobile_wallet,Singapore,"15.383454,103.140617",31,F,2017-03-01,active,0.69,0,0,0,auto_approved,0.3227,2022
4f381860-26ed-4858-a1e4-fbe0371257f9,U001818,2022-02-12 23:38:03,23:38:03,43863.53,cash_withdrawal,M00481,USD,success,mobile,D001453,26.121.65.1,debit_card,Hanoi,"12.184134,103.71478",43,F,2016-12-25,active,0.62,2,1,0,auto_approved,0.5474,2022
5be39a63-b55d-4b67-aafb-9b1a4b65db03,U001076,2022-09-13 10:05:11,10:05:11,606072.32,transfer,M00150,USD,success,desktop,D000641,23.102.25.98,bank_transfer,Hanoi,"11.523823,104.964429",33,F,2018-11-02,active,0.6,0,0,0,auto_approved,0.3525,2022
517e87b2-664c-4a79-bf17-b7fa58d56515,U001927,2022-01-12 04:03:02,04:03:02,515397.83,online_payment,M00222,VND,success,desktop,D000763,166.251.223.32,mobile_wallet,Kuala Lumpur,"11.308928,108.376909",44,M,2017-03-24,active,0.71,1,0,0,auto_approved,0.3238,2022
e8b20304-194e-4729-9b3a-694ed8b147bd,U001496,2022-06-25 12:17:31,12:17:31,266081.55,bill_payment,M00001,VND,success,mobile,D000068,178.165.180.47,bank_transfer,Bangkok,"20.856374,104.392027",68,M,2018-01-22,active,0.58,0,0,0,auto_approved,0.1114,2022
c1d7e71c-a8b7-4833-ae95-dc121443fd55,U001047,2022-01-28 16:32:08,16:32:08,1141934.83,purchase,M00344,VND,success,pos,D002357,187.236.97.231,credit_card,Hanoi,"21.465331,107.989223",35,M,2015-09-14,active,0.48,0,0,0,auto_approved,0.1381,2022
