TransactionID,UserID,TransactionDate,TransactionTime,TransactionAmount,TransactionType,MerchantID,Currency,TransactionStatus,DeviceType,DeviceID,IP_Address,PaymentMethod,Location,LocationCoordinates,Age,Gender,AccountCreationDate,AccountStatus,UserProfileCompleteness,PreviousFraudAttempts,SuspiciousFlag,IsFraud,ReviewStatus,AnomalyScore,year
3a2dd4da-1e5b-49fa-832c-023c585484f8,U001462,2024-09-15 16:59:43,16:59:43,107844.29,purchase,M00223,USD,success,atm,D001768,46.172.52.44,mobile_wallet,Hanoi,"12.552779,103.965062",52,M,2019-01-14,active,0.71,0,0,0,auto_approved,0.0189,2024
969b8e47-f1c3-402a-bb99-425ea81f4fda,U000157,2024-09-20 03:01:48,03:01:48,1610637.28,purchase,M00372,VND,failed,desktop,D002488,113.136.46.22,debit_card,Singapore,"8.069077,103.509741",27,F,2021-02-03,active,0.92,0,0,0,auto_approved,0.3251,2024
e7f67f87-6d9f-4ba1-92b9-35fe01572d27,U000865,2024-08-06 21:06:56,21:06:56,1562577.5,online_payment,M00348,USD,success,mobile,D000272,228.73.67.254,mobile_wallet,Singapore,"20.502222,103.75173",35,M,2019-10-16,active,0.73,0,0,0,auto_approved,0.0596,2024
d7f3459c-3a4d-493e-9a8c-d3e8e4ea28ed,U000523,2024-02-26 21:52:54,21:52:54,219936.96,purchase,M00336,VND,failed,atm,D001892,21.110.161.182,credit_card,Bangkok,"13.224433,102.672862",23,M,2016-06-07,active,0.79,0,0,0,auto_approved,0.3112,2024
d73b381b-6b9c-49f9-903d-757401f1db2b,U001179,2024-07-03 00:20:00,00:20:00,89772.68,transfer,M00232,VND,success,desktop,D000907,98.165.175.151,credit_card,Kuala Lumpur,"16.519632,105.405955",41,F,2019-06-08,active,0.9,0,0,0,auto_approved,0.2437,2024
947c6733-0b21-4b11-a956-304c62a38251,U001496,2024-01-05 21:56:05,21:56:05,1678465.5,transfer,M00412,VND,success,mobile,D000438,70.112.231.202,credit_card,Bangkok,"9.919313,104.078311",67,F,2022-01-10,active,0.98,0,0,0,auto_approved,0.396,2024
9db51a07-9d61-4a25-bf99-ff62b501b7cd,U000559,2024-09-25 17:58:06,17:58:06,439994.37,bill_payment,M00047,USD,success,atm,D001450,118.15.25.47,debit_card,Singapore,"14.133631,105.320101",35,F,2023-03-26,active,0.75,0,0,0,auto_approved,0.2226,2024
713defef-d890-4847-87a9-3f7ce99741d6,U000661,2024-09-26 10:46:30,10:46:30,668301.78,online_payment,M00402,VND,success,pos,D001284,196.188.217.71,credit_card,Bangkok,"12.145341,107.836532",25,M,2017-05-10,active,0.61,0,0,0,auto_approved,0.0342,2024
7b8d7817-d5a1-42ba-b036-56ce7c1e68cc,U000072,2024-08-27 22:48:09,22:48:09,465046.84,purchase,M00073,USD,success,atm,D002808,220.29.92.4,debit_card,Da Nang,"16.03662,104.05734",58,F,2017-04-26,active,0.73,0,0,0,auto_approved,0.3773,2024
62589d27-aa91-40c2-a91b-4c7b0210af38,U000424,2024-08-12 00:49:30,00:49:30,594774.47,cash_withdrawal,M00091,VND,success,mobile,D000081,202.193.151.42,credit_card,Bangkok,"9.664045,106.006235",38,F,2023-12-26,active,0.66,1,0,0,auto_approved,0.208,2024
