TransactionID,UserID,TransactionDate,TransactionTime,TransactionAmount,TransactionType,MerchantID,Currency,TransactionStatus,DeviceType,DeviceID,IP_Address,PaymentMethod,Location,LocationCoordinates,Age,Gender,AccountCreationDate,AccountStatus,UserProfileCompleteness,PreviousFraudAttempts,SuspiciousFlag,IsFraud,ReviewStatus,AnomalyScore,year
1b70bce9-9324-4766-a3bd-73dd8896f21e,U000015,2023-02-26 04:20:27,04:20:27,96814.19,purchase,M00235,VND,success,pos,D001404,68.233.217.58,debit_card,Da Nang,"15.527663,107.46471",29,M,2019-06-18,active,0.47,0,0,0,auto_approved,0.374,2023
41ac5e6f-d312-460d-aeac-517a4b94261d,U001731,2023-08-20 05:11:28,05:11:28,216350.28,online_payment,M00151,USD,success,atm,D001886,156.54.156.128,credit_card,Da Nang,"21.931759,104.443026",27,F,2017-02-01,blocked,0.86,0,0,0,auto_approved,0.3642,2023
83889ab8-1d7e-4c82-a774-456db20df8ab,U000509,2023-09-04 08:51:14,08:51:14,250775.86,purchase,M00009,USD,success,pos,D001120,133.98.38.154,debit_card,Bangkok,"11.986183,103.273681",43,F,2016-08-06,active,0.68,0,0,0,auto_approved,0.262,2023
74e691ba-47f8-4b29-b5af-903dfd8ea5cd,U001801,2023-03-18 03:10:34,03:10:34,191477.76,transfer,M00405,USD,success,atm,D000323,91.238.18.156,credit_card,Bangkok,"20.175324,102.976695",24,F,2021-08-15,active,0.67,1,0,0,auto_approved,0.1594,2023
a7359283-b59e-4aeb-9a3e-fbf5fef938cc,U000638,2023-11-10 02:39:14,02:39:14,1347627.05,bill_payment,M00081,VND,success,desktop,D002664,186.195.15.59,mobile_wallet,Singapore,"10.751265,106.372548",52,F,2017-03-02,active,0.45,0,0,0,auto_approved,0.168,2023
705a1772-f843-4ea1-b890-f3a5b467a348,U000296,2023-10-10 01:13:27,01:13:27,502667.79,purchase,M00088,VND,success,pos,D001954,57.164.195.38,debit_card,Singapore,"9.905897,104.073047",36,F,2016-08-19,active,0.96,0,0,0,auto_approved,0.2066,2023
1c5e6c65-3559-4d10-ad47-73c2a3cb39cc,U001269,2023-06-25 05:02:25,05:02:25,672922.72,cash_withdrawal,M00221,USD,success,atm,D002332,128.140.119.93,mobile_wallet,Bangkok,"18.806347,103.782109",42,M,2015-08-30,active,0.74,2,1,1,pending_review,0.2004,2023
b6a1d0a3-5700-44bd-a1df-e4f79786610f,U001066,2023-08-01 10:57:18,10:57:18,240042.08,transfer,M00370,VND,success,atm,D001267,128.100.31.52,bank_transfer,Bangkok,"16.600367,103.832508",39,F,2021-07-12,blocked,0.86,0,0,0,auto_approved,0.3756,2023
63628906-2050-40f1-8f07-d1a071af3582,U001948,2023-05-25 10:18:23,10:18:23,292282.19,online_payment,M00318,VND,failed,mobile,D002693,177.226.173.183,debit_card,Singapore,"10.433187,104.441852",31,F,2022-08-01,active,0.88,0,0,0,auto_approved,0.3474,2023
8da78b15-873c-42f6-8d01-85ba1cae0e0a,U001588,2023-02-22 01:36:38,01:36:38,240648.93,transfer,M00398,VND,success,mobile,D000020,136.51.73.67,mobile_wallet,Hanoi,"8.966674,106.630091",41,M,2017-05-27,active,0.92,0,0,0,auto_approved,0.1083,2023
